date,isin_corporate_name_cleaned,company_parent_country,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2011-12-06,HSBC   ,UK,UK,,,,,,UK Uncut,,,,
2011-12-06,Barclays  ,UK,UK,,,,,,UK Uncut,,,,
2011-12-06,Lloyds Banking  ,UK,UK,,,,,,UK Uncut,,,,
2011-12-06,,France,South Africa,US,EU-Brussels,,,,groundWork / FoE South Africa,Greenpeace Africa,,,
2011-12-06,Deutsche Bank ,Germany,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,Commerzbank ,Germany,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,UniCredit ,Italy,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,UniCredit ,Italy,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,Allianz ,Germany,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,,Germany,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,,Germany,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,,Germany,Germany,,,,,,groundWork / FoE South Africa,Urgewald,Klima-Allianz ,Earthlife Africa,
2011-12-06,,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,Bank of America ,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,JPMorgan Chase ,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,Wells Fargo ,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,Goldman Sachs ,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-06,,US,US,,,,,,Occupy Palm Beach County,Earth First,,,
2011-12-05,,US,France,Mexico,UK,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2011-12-01,BNP Paribas ,France,Australia,,,,,,Greenpeace Australia,,,,
2011-12-01,HSBC   ,UK,Australia,,,,,,Greenpeace Australia,,,,
2011-11-30,Bank of America ,US,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,,UK,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,BNP Paribas ,France,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,Deutsche Bank ,Germany,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,HSBC   ,UK,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,Barclays  ,UK,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,,US,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,JPMorgan Chase ,US,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,Morgan Stanley ,US,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,Wells Fargo ,US,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,Societe Generale ,France,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,,France,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-30,Goldman Sachs ,US,Japan,US,EU-Brussels,,,,groundWork / FoE South Africa,Urgewald,Earthlife Africa,,
2011-11-29,,Luxembourg,Slovenia,,,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-11-29,,UK,Slovenia,,,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-11-28,,UK,Canada,US,,,,,Polaris Institute,,,,
2011-11-28,Deutsche Bank ,Germany,Canada,US,,,,,Polaris Institute,,,,
2011-11-28,JPMorgan Chase ,US,Canada,US,,,,,Polaris Institute,,,,
2011-11-28,ING Groep ,Netherlands,Canada,US,,,,,Polaris Institute,,,,
2011-11-28,,US,US,,,,,,WWF U.S.,Business and Biodiversity Offsets Program (BBOP),,,
2011-11-28,,US,US,,,,,,WWF U.S.,Business and Biodiversity Offsets Program (BBOP),,,
2011-11-28,Record  ,Belgium,Belgium,,,,,,Test Achats / Test Aankoop,,,,
2011-11-28,Societe Generale ,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2011-11-24,,UK,Croatia,EU-Brussels,,,,,Zelena Akcija (Green Action) / Friends of the Earth Croatia,CEE Bankwatch Network,,,
2011-11-21,Deutsche Bank ,Germany,Germany,,,,,,Foodwatch,,,,
2011-11-17,,US,India,US,EU-Brussels,,,,Pesticide Action Network / PAN UK,Organophosphate Information Network (OPIN),,,
2011-11-17,,US,India,US,EU-Brussels,,,,Pesticide Action Network / PAN UK,Organophosphate Information Network (OPIN),,,
2011-11-16,,US,EU-Brussels,,,,,,Counter Balance-EIB,,,,
2011-11-16,,Luxembourg,EU-Brussels,,,,,,Counter Balance-EIB,,,,
2011-11-16,,UK,EU-Brussels,,,,,,Counter Balance-EIB,,,,
2011-11-16,Bank of America ,US,US,,,,,,Coal River Mountain Watch,Rainforest Action Network RAN,,,
2011-11-15,,Luxembourg,Nigeria,EU-Brussels,,,,,Counter Balance-EIB,,,,
2011-11-14,Goldman Sachs ,US,UK,,,,,,UK Uncut,,,,
2011-11-14,,US,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-11-14,Allianz ,Germany,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-11-14,,UK,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-11-14,,UK,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-11-10,Swedbank ,Sweden,Poland,,,,,,WWF Poland,,,,
2011-11-04,BNP Paribas ,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,HSBC   ,UK,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,Societe Generale ,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,Dexia ,Belgium,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-04,,France,France,,,,,,Amis de la Terre France / FoE France,Attac France,,,
2011-11-03,,Luxembourg,Panama,EU-Brussels,,,,,Counter Balance-EIB,,,,
2011-11-03,Bank of America ,US,US,,,,,,Global Exchange,,,,
2011-11-02,Morgan Stanley ,US,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-11-02,,Spain,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-11-02,Goldman Sachs ,US,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-11-02,,Germany,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-11-02,Bank of America ,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-11-02,,Spain,Spain,,,,,,ADICAE,,,,
2011-11-02,,Spain,Spain,,,,,,ADICAE,,,,
2011-11-02,,Spain,Spain,,,,,,ADICAE,,,,
2011-11-02,,Spain,Spain,,,,,,ADICAE,,,,
2011-11-02,,Spain,Spain,,,,,,ADICAE,,,,
2011-11-02,,Spain,Spain,,,,,,ADICAE,,,,
2011-11-01,,Germany,Germany,,,,,,Attac Germany,Occupy Frankfurt,,,
2011-11-01,,Germany,Germany,,,,,,Attac Germany,Occupy Frankfurt,,,
2011-11-01,Bank of America ,US,US,,,,,,Consumers Union USA,,,,
2011-10-31,,France,Spain,,,,,,Greenpeace Spain,,,,
2011-10-28,Goldman Sachs ,US,UK,,,,,,UK Uncut,,,,
2011-10-28,,UK,Croatia,EU-Brussels,,,,,Zelena Akcija (Green Action) / Friends of the Earth Croatia,Croation Biospeleogical Society,,,
2011-10-27,,US,US,,,,,,PETA U.S.A. ,,,,
2011-10-27,Goldman Sachs ,US,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2011-10-26,Societe Generale ,France,France,,,,,,Amis de la Terre France / FoE France,,,,
2011-10-24,,US,UK,US,,,,,Tax Justice Network TJN,,,,
2011-10-21,Goldman Sachs ,US,UK,,,,,,UK Uncut,,,,
2011-10-21,,Luxembourg,Slovakia,Slovenia,EU-Brussels,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-10-21,,UK,Slovakia,Slovenia,EU-Brussels,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-10-21,Societe Generale ,France,Slovakia,Slovenia,EU-Brussels,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-10-21,UniCredit ,Italy,Slovakia,Slovenia,EU-Brussels,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-10-21,,Spain,Slovakia,Slovenia,EU-Brussels,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-10-21,,Austria,Slovakia,Slovenia,EU-Brussels,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-10-21,,Germany,Slovakia,Slovenia,EU-Brussels,,,,FOCUS Assn for Sustainable Devlpmt Slovenia,CEE Bankwatch Network,,,
2011-10-20,,Luxembourg,EU-Brussels,,,,,,CEE Bankwatch Network,,,,
2011-10-20,Deutsche Bank ,Germany,Germany,,,,,,Foodwatch,,,,
2011-10-20,Goldman Sachs ,US,Germany,,,,,,Foodwatch,,,,
2011-10-19,Bank of America ,US,US,,,,,,Consumers Union USA,,,,
2011-10-19,JPMorgan Chase ,US,US,,,,,,Consumers Union USA,,,,
2011-10-19,Wells Fargo ,US,US,,,,,,Consumers Union USA,,,,
2011-10-19,,US,US,,,,,,Consumers Union USA,,,,
2011-10-18,,Denmark,Denmark,,,,,,NOAH / FoE Denmark,,,,
2011-10-12,,UK,UK,,,,,,ActionAid UK,,,,
2011-10-12,HSBC   ,UK,UK,,,,,,ActionAid UK,,,,
2011-10-12,Barclays  ,UK,UK,,,,,,ActionAid UK,,,,
2011-10-12,Lloyds Banking  ,UK,UK,,,,,,ActionAid UK,,,,
2011-10-11,Bank of America ,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-10-11,,Germany,Germany,Serbia,EU-Brussels,,,,Urgewald,Klima-Allianz ,,,
2011-10-11,ING Groep ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,Aegon ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-11,Delta Lloyd ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-10-07,,US,Cameroon,Congo/DRC,Switzerland,US,,,Greenpeace International,,,,
2011-10-07,Bank of America ,US,US,,,,,,Pilsen Environmental Rights and Reform Organization (PERRO),Rainforest Action Network RAN,,,
2011-10-06,Bank of America ,US,US,,,,,,Consumers Union USA,,,,
2011-10-04,,Spain,Mexico,Spain,,,,,Greenpeace Spain,Asociacion De Naturalistas Del Sureste ANSE,Centro Mexicano de Derecho Ambiental CEMDA,Ecologistas en Accion,
2011-10-04,,Spain,Mexico,Spain,,,,,Greenpeace Spain,Asociacion De Naturalistas Del Sureste ANSE,Centro Mexicano de Derecho Ambiental CEMDA,Ecologistas en Accion,
2011-10-03,Intesa Sanpaolo ,Italy,Italy,,,,,,Altroconsumo,,,,
2011-10-03,,France,Russia,,,,,,Greenpeace Russia,,,,
2011-09-29,,UK,UK,,,,,,Friends of the Earth Scotland / FoE Scotland,,,,
2011-09-26,,US,US,,,,,,Earth Quaker Action Team,,,,
2011-09-26,ING Groep ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,Aegon ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-26,Delta Lloyd ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-09-20,,France,Spain,,,,,,Organizacion de Consumidores y Usuarios OCU,,,,
2011-09-15,,US,US,,,,,,Stand / ForestEthics,,,,
2011-09-15,,US,US,,,,,,Stand / ForestEthics,,,,
2011-09-15,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,,,,,,Organizacion de Consumidores y Usuarios OCU,,,,
2011-09-15,Banco Popular Espanol ,Spain,Spain,,,,,,Organizacion de Consumidores y Usuarios OCU,,,,
2011-09-14,Barclays  ,UK,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2011-09-14,Goldman Sachs ,US,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2011-09-14,,Sweden,Mozambique,Sweden,,,,,World Rainforest Movement WRM / RECOMA,,,,
2011-09-12,Goldman Sachs ,US,US,,,,,,U.S. PIRG,,,,
2011-09-09,,Spain,Spain,,,,,,ADICAE,,,,
2011-09-09,Banco Popular Espanol ,Spain,Spain,,,,,,ADICAE,,,,
2011-09-09,Banco Popular Espanol ,Spain,Spain,,,,,,ADICAE,,,,
2011-09-09,Banco de Sabadell ,Spain,Spain,,,,,,ADICAE,,,,
2011-09-09,,Spain,Spain,,,,,,ADICAE,,,,
2011-09-09,,Spain,Spain,,,,,,ADICAE,,,,
2011-09-09,,Spain,Spain,,,,,,ADICAE,,,,
2011-09-09,,Spain,Spain,,,,,,ADICAE,,,,
2011-09-07,Deutsche Bank ,Germany,Germany,,,,,,LobbyControl,,,,
2011-09-01,Prudential  ,UK,US,,,,,,Institute for Policy Studies U.S.,The Other 98%,US Uncut,,
2011-09-01,Bank of New York Mellon ,US,US,,,,,,Institute for Policy Studies U.S.,The Other 98%,US Uncut,,
2011-09-01,,US,US,,,,,,Institute for Policy Studies U.S.,The Other 98%,US Uncut,,
2011-09-01,HSBC   ,UK,UK,,,,,,Consumer Focus,,,,
2011-09-01,,Spain,UK,,,,,,Consumer Focus,,,,
2011-08-31,AXA ,France,UK,,,,,,Stop Huntingdon Animal Cruelty / SHAC,,,,
2011-08-31,Legal & General  ,UK,UK,,,,,,Stop Huntingdon Animal Cruelty / SHAC,,,,
2011-08-30,,UK,Belarus,,,,,,Index on Censorship,Free Belarus Now,,,
2011-08-29,Danske Bank ,Denmark,Denmark,,,,,,Forbrugerraadet Taenk / Danish Consumer Council,,,,
2011-08-29,,Netherlands,Netherlands,,,,,,Stichting Onderzoek Multinationale Ondernemingen / SOMO,,,,
2011-08-25,Goldman Sachs ,US,US,,,,,,ThinkProgress,,,,
2011-08-19,Goldman Sachs ,US,US,,,,,,ThinkProgress,,,,
2011-08-17,Aviva  ,UK,UK,US,,,,,Amnesty International,FairFin (previously Netwerk Vlaanderen),,,
2011-08-17,,UK,UK,US,,,,,Amnesty International,FairFin (previously Netwerk Vlaanderen),,,
2011-08-17,HSBC   ,UK,UK,US,,,,,Amnesty International,FairFin (previously Netwerk Vlaanderen),,,
2011-08-17,Barclays  ,UK,UK,US,,,,,Amnesty International,FairFin (previously Netwerk Vlaanderen),,,
2011-08-17,Lloyds Banking  ,UK,UK,US,,,,,Amnesty International,FairFin (previously Netwerk Vlaanderen),,,
2011-08-17,Prudential  ,UK,UK,US,,,,,Amnesty International,FairFin (previously Netwerk Vlaanderen),,,
2011-08-16,Bank of America ,US,US,,,,,,Instead of War,Rising Tide North America,USCAN Climate Action Network,Rainforest Action Network RAN,
2011-08-12,,Spain,Mexico,Spain,,,,,Greenpeace Mexico,Greenpeace Spain,Asociacion De Naturalistas Del Sureste ANSE,Centro Mexicano de Derecho Ambiental CEMDA,Ecologistas en Accion
2011-08-11,,US,US,,,,,,Oxfam America,,,,
2011-08-11,Barclays  ,UK,US,,,,,,Oxfam America,,,,
2011-08-11,,US,US,,,,,,Oxfam America,,,,
2011-08-08,Wells Fargo ,US,US,,,,,,American Association for Retired Persons AARP,,,,
2011-07-26,Barclays  ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2011-07-26,,Spain,UK,,,,,,Which? (UK Consumers Association),,,,
2011-07-26,HSBC   ,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2011-07-26,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2011-07-22,Bank of America ,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-07-22,,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-07-22,JPMorgan Chase ,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-07-20,,Denmark,Denmark,,,,,,Forbrugerraadet Taenk / Danish Consumer Council,,,,
2011-07-18,,US,US,,,,,,Center for Media and Democracy CMD,,,,
2011-07-14,,UK,Canada,US,,,,,Anonymous,,,,
2011-07-12,,Spain,Brazil,,,,,,Survival International,,,,
2011-07-11,Barclays  ,UK,US,,,,,,Rainforest Action Network RAN,,,,
2011-07-11,,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-07-11,JPMorgan Chase ,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-07-11,Morgan Stanley ,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-07-11,Wells Fargo ,US,US,,,,,,Rainforest Action Network RAN,,,,
2011-07-11,UniCredit ,Italy,Italy,,,,,,WWF Italy,,,,
2011-07-06,ING Groep ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-07-06,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-07-06,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-07-06,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-07-06,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-07-04,HSBC   ,UK,Libya,UK,,,,,Global Witness,,,,
2011-06-30,,US,US,EU-Brussels,,,,,Oxfam America,Bretton Woods Project,,,
2011-06-28,,US,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),Jubilee Debt Campaign,,,
2011-06-28,ING Groep ,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-06-28,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-06-28,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-06-28,,Netherlands,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2011-06-24,HSBC   ,UK,Canada,,,,,,GAIA Portugal,,,,
2011-06-24,,US,Canada,,,,,,GAIA Portugal,,,,
2011-06-24,JPMorgan Chase ,US,Canada,,,,,,GAIA Portugal,,,,
2011-06-21,Allianz ,Germany,Germany,,,,,,Deutsche Umwelthilfe DUH,,,,
2011-06-20,AXA ,France,UK,,,,,,Stop Huntingdon Animal Cruelty / SHAC,,,,
2011-06-16,,Spain,Spain,,,,,,Ecologistas en Accion,,,,
2011-06-16,,Spain,Spain,,,,,,Ecologistas en Accion,,,,
2011-06-16,,Spain,Spain,,,,,,Ecologistas en Accion,,,,
2011-06-14,,US,France,,,,,,National Anti-Vivisection Alliance (NAVA) / Gateway to Hell,,,,
2011-06-14,,US,France,,,,,,National Anti-Vivisection Alliance (NAVA) / Gateway to Hell,,,,
2011-06-14,Allianz ,Germany,Germany,Indonesia,Malaysia,Singapore,,,Rettet den Regenwald (Rainforest Rescue),,,,
2011-06-14,,Luxembourg,Zambia,,,,,,Amis de la Terre France / FoE France,Sherpa,,,
2011-06-08,T Rowe Price ,US,Japan,Spain,,,,,Ecologistas en Accion,,,,
2011-06-07,ING Groep ,Netherlands,Australia,,,,,,WWF Australia,,,,
2011-06-01,Danske Bank ,Denmark,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-06-01,,Denmark,EU-Brussels,,,,,,Corporate Europe Observatory / CEO,,,,
2011-05-30,HSBC   ,UK,UK,,,,,,UK Uncut,,,,
2011-05-31,HSBC   ,UK,Brazil,,,,,,IDEC Instituto Brasileiro de Defesa do Consumidor,,,,
2011-05-31,,Spain,Brazil,,,,,,IDEC Instituto Brasileiro de Defesa do Consumidor,,,,
2011-05-26,,UK,Libya,,,,,,Global Witness,,,,
2011-05-26,HSBC   ,UK,Libya,,,,,,Global Witness,,,,
2011-05-26,JPMorgan Chase ,US,Libya,,,,,,Global Witness,,,,
2011-05-26,Societe Generale ,France,Libya,,,,,,Global Witness,,,,
2011-05-26,Goldman Sachs ,US,Libya,,,,,,Global Witness,,,,
2011-05-26,Deutsche Bank ,Germany,Germany,,,,,,Urgewald,,,,
2011-05-26,UniCredit ,Italy,Germany,,,,,,Urgewald,,,,
2011-05-26,Allianz ,Germany,Germany,,,,,,Urgewald,,,,
2011-05-25,AXA ,France,UK,,,,,,Stop Huntingdon Animal Cruelty / SHAC,,,,
2011-05-25,,US,Cameroon,,,,,,Pro Wildlife,,,,
2011-05-24,,Sweden,Canada,Norway,,,,,Greenpeace Norway,WWF Norway,,,
2011-05-24,,UK,Madagascar,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2011-05-23,AXA ,France,UK,,,,,,Which? (UK Consumers Association),,,,
2011-05-23,,UK,UK,,,,,,Which? (UK Consumers Association),,,,
2011-05-19,Standard Life  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-17,Bank of America ,US,US,,,,,,Portland Rising Tide,,,,
2011-05-17,Wells Fargo ,US,US,,,,,,Portland Rising Tide,,,,
2011-05-17,Barclays  ,UK,UK,,,,,,Environmental Investigation Agency EIA,,,,
2011-05-17,Prudential  ,UK,UK,,,,,,Environmental Investigation Agency EIA,,,,
2011-05-17,Bank of America ,US,UK,,,,,,Environmental Investigation Agency EIA,,,,
2011-05-16,ING Groep ,Netherlands,Netherlands,,,,,,Oxfam Novib Netherlands,Eerlijke Bankwijzer / Fair Bank Guide,,,
2011-05-12,BNP Paribas ,France,France,India,UK,,,,Greenpeace International,,,,
2011-05-12,HSBC   ,UK,France,India,UK,,,,Greenpeace International,,,,
2011-05-12,,Spain,India,,,,,,Greenpeace Spain,,,,
2011-05-11,Danske Bank ,Denmark,Denmark,,,,,,Danmarks Naturfredningsforening / DN,,,,
2011-05-11,,Sweden,Denmark,,,,,,Danmarks Naturfredningsforening / DN,,,,
2011-05-11,,Denmark,Denmark,,,,,,Danmarks Naturfredningsforening / DN,,,,
2011-05-11,,Denmark,Denmark,,,,,,Danmarks Naturfredningsforening / DN,,,,
2011-05-06,,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,Banco de Sabadell ,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,Banco Bilbao Vizcaya Argentaria ,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,Bankinter ,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,Banco Popular Espanol ,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,,Spain,Libya,Spain,,,,,SETEM,,,,
2011-05-06,Banco Bilbao Vizcaya Argentaria ,Spain,Spain,,,,,,Organizacion de Consumidores y Usuarios OCU,,,,
2011-05-06,Banco Popular Espanol ,Spain,Spain,,,,,,Organizacion de Consumidores y Usuarios OCU,,,,
2011-05-03,Legal & General  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,Aviva  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,HSBC   ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,Barclays  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,Lloyds Banking  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,Lloyds Banking  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,Aviva  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,Aviva  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
2011-05-03,Barclays  ,UK,UK,,,,,,ShareAction (formerly Fair Pensions),,,,
