date,isin_corporate_name_cleaned,company_parent_country,company_parent,sentiment,target_country1,target_country2,target_country3,target_country4,target_country5,target_country6,ngo_name1,ngo_name2,ngo_name3,ngo_name4,ngo_name5
2013-10-15,Allianz ,Germany,Allianz SE,-2,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Germany,KfW Bankengruppe,-2,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Netherlands,Stichting Pensioenfonds / ABP,-2,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Germany,BayernLB,-2,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Germany,Helaba,-2,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,,Netherlands,Pensioenfonds Zorg en Welzijn / PfZW,-2,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-15,State Street ,US,State Street,-2,France,Germany,India,Japan,Sweden,Netherlands,Pax (formerly IKV Pax Christi),Urgewald,attomwaffenfrei,,
2013-10-11,,US,World Bank,-1,US,,,,,,Global Financial Integrity GFI,,,,
2013-10-10,,Netherlands,ABN AMRO Bank N.V.,2,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-10-10,,Netherlands,SRH (formerly SNS Reaal),2,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-10-10,,Netherlands,Triodos Bank,2,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-10-10,,Netherlands,Rabobank,2,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-10-09,Deutsche Bank ,Germany,Deutsche Bank,-1,Germany,Netherlands,,,,,Attac Germany,,,,
2013-10-08,,US,World Bank,0,South Africa,,,,,,Earthlife Africa,,,,
2013-10-08,,US,International Monetary Fund / IMF,0,South Africa,,,,,,Earthlife Africa,,,,
2013-10-07,,UK,Wonga.com,-2,UK,,,,,,Which? (UK Consumers Association),Church Action on Poverty,Centre for Responsible Credit,,
2013-10-07,Provident Financial  ,UK,Provident Financial Group,-2,UK,,,,,,Which? (UK Consumers Association),Church Action on Poverty,Centre for Responsible Credit,,
2013-10-07,,UK,Perfect Home,-2,UK,,,,,,Which? (UK Consumers Association),Church Action on Poverty,Centre for Responsible Credit,,
2013-10-10,,Finland,Solidium,0,Brazil,China,Finland,Malaysia,South Sudan,,Changemaker Finland,,,,
2013-10-03,,Sweden,Global Solidarity Forest Fund (GSFF),-2,Mozambique,Netherlands,Norway,Sweden,EU-Brussels,,Uniao Nacional de Camponeses (UNAC),Hands of the Land Alliance,,,
2013-10-03,,Netherlands,Stichting Pensioenfonds / ABP,-1,Mozambique,Netherlands,Norway,Sweden,EU-Brussels,,Uniao Nacional de Camponeses (UNAC),Hands of the Land Alliance,,,
2013-10-02,,UK,RBS Group,-2,Indonesia,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-10-02,HSBC   ,UK,HSBC,-2,Indonesia,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-10-02,Barclays  ,UK,Barclays Bank,-2,Indonesia,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-10-02,Lloyds Banking  ,UK,Lloyds Banking Group plc,-2,Indonesia,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-10-02,Standard Chartered  ,UK,Standard Chartered Bank,-2,Indonesia,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-10-01,,UK,EBRD,-1,EU-Brussels,,,,,,WWF Europe ,Greenpeace Europe,CEE Bankwatch Network,,
2013-09-27,,US,SAC Capital,-2,US,,,,,,U.S. PIRG,,,,
2013-09-26,,US,World Bank,-1,Indonesia,US,,,,,Oil Change International / Price of Oil,,,,
2013-09-24,Deutsche Bank ,Germany,Deutsche Bank,-2,Germany,,,,,,Ethecon,,,,
2013-09-23,,UK,RBS Group,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-09-23,HSBC   ,UK,HSBC,2,UK,,,,,,Which? (UK Consumers Association),,,,
2013-09-23,Aviva  ,UK,Aviva,2,UK,,,,,,Which? (UK Consumers Association),,,,
2013-09-19,Bank of America ,US,Bank of America,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,,UK,RBS Group,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,JPMorgan Chase ,US,JP Morgan Chase,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,Wells Fargo ,US,Wells Fargo & Wachovia,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,,US,PNC Bank,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,,US,GE Capital,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,Capital One Financial ,US,Capital One,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,,US,TCF Bank,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,,Spain,Grupo Santander,-2,US,,,,,,U.S. PIRG,,,,
2013-09-19,JPMorgan Chase ,US,JP Morgan Chase,-1,UK,US,,,,,U.S. PIRG,,,,
2013-09-20,Legal & General  ,UK,Legal & General Group Plc,-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-20,ING Groep ,Netherlands,ING,1,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-20,,Netherlands,SRH (formerly SNS Reaal),-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-20,Aegon ,Netherlands,Aegon Bank,1,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-20,Allianz ,Germany,Allianz SE,-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-20,Delta Lloyd ,Netherlands,Delta Lloyd Group,-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-20,,Netherlands,APG,-1,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-20,Assicurazioni Generali ,Italy,Gruppo Assicurazioni Generali,-2,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-20,,Netherlands,ASR Nederland,0,Netherlands,,,,,,Milieudefensie / FoE Netherlands,Oxfam Novib Netherlands,Pax (formerly IKV Pax Christi),Amnesty Netherlands,Dierenbescherming
2013-09-19,Deutsche Bank ,Germany,Deutsche Bank,-2,Germany,,,,,,Oxfam Deutschland (Germany),,,,
2013-09-19,Allianz ,Germany,Allianz SE,-2,Germany,,,,,,Oxfam Deutschland (Germany),,,,
2013-09-19,Deutsche Bank ,Germany,Deutsche Bank,-1,Germany,India,,,,,Urgewald,Rettet den Regenwald (Rainforest Rescue),,,
2013-09-18,Aviva  ,UK,Aviva,2,Australia,UK,US,EU-Brussels,,,Oxfam America,Oxfam Australia,Oxfam International,,
2013-09-18,BNP Paribas ,France,BNP Paribas,2,Australia,UK,US,EU-Brussels,,,Oxfam America,Oxfam Australia,Oxfam International,,
2013-09-18,,US,Calvert Investments,2,Australia,UK,US,EU-Brussels,,,Oxfam America,Oxfam Australia,Oxfam International,,
2013-09-18,,UK,F&C Investments,2,Australia,UK,US,EU-Brussels,,,Oxfam America,Oxfam Australia,Oxfam International,,
2013-09-17,,US,World Bank,-2,South Africa,,,,,,groundWork / FoE South Africa,Earthlife Africa,,,
2013-09-16,,Portugal,Caixa Geral de Depositos (CGD),2,Portugal,,,,,,Liga para a Proteccao da Natureza LPN,,,,
2013-09-10,,US,Inter-American Development Bank,-2,Argentina,,,,,,Greenpeace Argentina,,,,
2013-09-10,,Spain,Grupo Santander,-2,Spain,,,,,,ADICAE,,,,
2013-09-10,Banco Popular Espanol ,Spain,Banco Popular Espanol,-2,Spain,,,,,,ADICAE,,,,
2013-09-10,,France,Credit Mutuel-CIC,-2,Spain,,,,,,ADICAE,,,,
2013-09-10,Barclays  ,UK,Barclays Bank,-2,Spain,,,,,,ADICAE,,,,
2013-09-10,,US,Citigroup,-2,Spain,,,,,,ADICAE,,,,
2013-09-10,Barclays  ,UK,Barclays Bank,-1,Somalia,,,,,,Oxfam International,CARE UK,,,
2013-09-09,,US,TCF Bank,-2,US,,,,,,U.S. PIRG,,,,
2013-09-09,,US,Huntington Bank,-2,US,,,,,,U.S. PIRG,,,,
2013-09-09,Higher One  ,US,Higher One,-2,US,,,,,,U.S. PIRG,,,,
2013-09-06,Bank of America ,US,Bank of America,-2,US,,,,,,Corporate Accountability International CAI,,,,
2013-09-06,,UK,Onyx Financial Advisors,-2,Guinea,UK,,,,,Global Witness,,,,
2013-09-05,,US,Calvert Investments,1,US,,,,,,Oxfam America,,,,
2013-09-05,,US,Boston Common Asset Management,1,US,,,,,,Oxfam America,,,,
2013-09-05,,US,Allianz Global Investors,1,US,,,,,,Oxfam America,,,,
2013-09-04,,US,World Bank,-1,Germany,,,,,,Urgewald,,,,
2013-09-04,,Luxembourg,European Investment Bank EIB,-1,Germany,,,,,,Urgewald,,,,
2013-09-04,,UK,EBRD,-1,Germany,,,,,,Urgewald,,,,
2013-09-04,,Germany,KfW Bankengruppe,-1,Germany,,,,,,Urgewald,,,,
2013-08-30,,UK,RBS Group,-2,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-08-29,,Luxembourg,European Investment Bank EIB,-1,Morocco,Western Sahara,,,,,Western Sahara Resource Watch WSRW,,,,
2013-08-29,,Germany,KfW Bankengruppe,-1,Morocco,Western Sahara,,,,,Western Sahara Resource Watch WSRW,,,,
2013-08-29,Bank of America ,US,Bank of America,-2,US,,,,,,Institute for Policy Studies U.S.,,,,
2013-08-29,,US,Citigroup,-2,US,,,,,,Institute for Policy Studies U.S.,,,,
2013-08-29,JPMorgan Chase ,US,JP Morgan Chase,-2,US,,,,,,Institute for Policy Studies U.S.,,,,
2013-08-29,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-2,US,,,,,,Institute for Policy Studies U.S.,,,,
2013-08-29,,US,Lehman Brothers Holdings Inc.,-2,US,,,,,,Institute for Policy Studies U.S.,,,,
2013-08-28,,Spain,Cajamar Caja Rural,-2,Spain,,,,,,ADICAE,,,,
2013-08-28,,Spain,Unicaja,-2,Spain,,,,,,ADICAE,,,,
2013-08-28,,Spain,Liberbank,-2,Spain,,,,,,ADICAE,,,,
2013-08-28,,Spain,Caja Segovia,-2,Spain,,,,,,ADICAE,,,,
2013-08-28,,Spain,Liberbank,-2,Spain,,,,,,ADICAE,,,,
2013-08-28,,Spain,Banco Mare Nostrum (BMN),-2,Spain,,,,,,ADICAE,,,,
2013-08-28,,Spain,Laboral Kutxa,-2,Spain,,,,,,ADICAE,,,,
2013-08-28,HSBC   ,UK,HSBC,-1,Brazil,,,,,,Instituto Brasileiro de Defesa do Consumidor IDEC,,,,
2013-08-27,Aegon ,Netherlands,Aegon Bank,1,Netherlands,,,,,,VBDO Dutch Assn of Investors for Sustainable Devel,,,,
2013-08-26,Bank of America ,US,Bank of America,-1,India,US,,,,,Greenpeace India ,Rainforest Action Network RAN,,,
2013-08-26,Deutsche Bank ,Germany,Deutsche Bank,0,India,US,,,,,Greenpeace India ,Rainforest Action Network RAN,,,
2013-08-26,,US,Citigroup,0,India,US,,,,,Greenpeace India ,Rainforest Action Network RAN,,,
2013-08-26,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",0,India,US,,,,,Greenpeace India ,Rainforest Action Network RAN,,,
2013-08-16,,US,Green Century Funds / Capital Management,2,US,,,,,,Humane Society HSUS,,,,
2013-08-15,,Germany,KfW Bankengruppe,-2,Germany,Greece,Serbia,South Africa,,,Urgewald,Klima Allianz Deutschland - Climate Alliance Germany,Earthlife Africa,,
2013-08-15,Deutsche Bank ,Germany,Deutsche Bank,-2,Germany,,,,,,Foodwatch,,,,
2013-08-13,,US,U.S. Bank,-2,Costa Rica,Czech Republic,Ireland,Sweden,UK,US,PETA People for Ethical Treatment of Animals Intl,In Defense of Animals IDA,269life,Unite to Care,Direct Action Everywhere
2013-08-13,,US,World Bank,-1,Peru,,,,,,AIDESEP,Confederacion de Nacionalidades Amazonicas del Peru (CONAP),,,
2013-08-13,,US,Inter-American Development Bank,-1,Peru,,,,,,AIDESEP,Confederacion de Nacionalidades Amazonicas del Peru (CONAP),,,
2013-08-09,BNP Paribas ,France,BNP Paribas,-1,Australia,EU-Brussels,,,,,Testbiotech,,,,
2013-08-09,HSBC   ,UK,HSBC,-1,Australia,EU-Brussels,,,,,Testbiotech,,,,
2013-08-09,,US,Citigroup,-1,Australia,EU-Brussels,,,,,Testbiotech,,,,
2013-08-09,JPMorgan Chase ,US,JP Morgan Chase,-1,Australia,EU-Brussels,,,,,Testbiotech,,,,
2013-08-08,,Luxembourg,European Investment Bank EIB,1,EU-Brussels,,,,,,Both ENDS,,,,
2013-08-08,BlackRock ,US,BlackRock,-2,South Africa,UK,,,,,Global Justice Now (formerly World Development Movement / WDM),Earthlife Africa,,,
2013-08-06,,France,Auchan,-1,Spain,,,,,,Greenpeace Spain,,,,
2013-08-05,,UK,EBRD,-2,EU-Brussels,,,,,,350.org,Sierra Club U.S.A.,CEE Bankwatch Network,,
2013-08-05,,Denmark,ATP,-1,Denmark,,,,,,WWF Denmark,,,,
2013-08-05,,Denmark,PensionDanmark,1,Denmark,,,,,,WWF Denmark,,,,
2013-08-05,,Denmark,PFA Pension,1,Denmark,,,,,,WWF Denmark,,,,
2013-08-05,,Denmark,Industriens Pension,-1,Denmark,,,,,,WWF Denmark,,,,
2013-08-05,,Denmark,Danica Pension,-1,Denmark,,,,,,WWF Denmark,,,,
2013-08-05,,Denmark,Sampension,-1,Denmark,,,,,,WWF Denmark,,,,
2013-08-05,,Denmark,PKA,1,Denmark,,,,,,WWF Denmark,,,,
2013-08-05,,Denmark,Nordea Liv & Pension,-1,Denmark,,,,,,WWF Denmark,,,,
2013-08-06,,Spain,Grupo Santander,0,Brazil,,,,,,Proteste Brazil / Associao Brasileira de Defesa do Consumidor,,,,
2013-08-02,JPMorgan Chase ,US,JP Morgan Chase,0,US,,,,,,Public Citizen ,The Other 98%,,,
2013-08-02,,US,Ex-Im,-2,US,,,,,,Center for International Environmental Law CIEL,Friends of the Earth U.S. / FoE U.S.,Earthjustice,Sierra Club U.S.A.,
2013-08-01,Bank of America ,US,Bank of America,-2,US,,,,,,U.S. PIRG,,,,
2013-08-01,,US,Citigroup,-2,US,,,,,,U.S. PIRG,,,,
2013-08-01,Morgan Stanley ,US,Morgan Stanley,-2,US,,,,,,U.S. PIRG,,,,
2013-08-01,American Express ,US,American Express Company,-2,US,,,,,,U.S. PIRG,,,,
2013-08-01,Deutsche Bank ,Germany,Deutsche Bank,-2,Germany,Luxembourg,,,,,Oxfam Deutschland (Germany),,,,
2013-08-01,Commerzbank ,Germany,Commerzbank,2,Germany,Luxembourg,,,,,Oxfam Deutschland (Germany),,,,
2013-08-01,Allianz ,Germany,Allianz SE,-2,Germany,Luxembourg,,,,,Oxfam Deutschland (Germany),,,,
2013-08-01,,Germany,Landesbank Baden-Wuerttemberg (LBBW),2,Germany,Luxembourg,,,,,Oxfam Deutschland (Germany),,,,
2013-08-01,,Germany,DekaBank,2,Germany,Luxembourg,,,,,Oxfam Deutschland (Germany),,,,
2013-08-01,,Germany,BayernLB,-2,Germany,Luxembourg,,,,,Oxfam Deutschland (Germany),,,,
2013-08-01,,Luxembourg,BayernInvest Luxembourg,-2,Germany,Luxembourg,,,,,Oxfam Deutschland (Germany),,,,
2013-07-31,JPMorgan Chase ,US,JP Morgan Chase,-1,India,UK,,,,,Foil Vedanta,,,,
2013-07-31,BlackRock ,US,BlackRock,-1,India,UK,,,,,Foil Vedanta,,,,
2013-07-31,Standard Life  ,UK,Standard Life,-1,India,UK,,,,,Foil Vedanta,,,,
2013-07-23,,US,World Bank,-2,Ethiopia,Vietnam,US,,,,Human Rights Watch HRW,,,,
2013-07-19,HSBC   ,UK,HSBC,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,Barclays  ,UK,Barclays Bank,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,Lloyds Banking  ,UK,Lloyds Banking Group plc,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,,UK,RBS Group,-2,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,Governor of the Bank of Ireland ,Ireland,Bank of Ireland ,-2,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,,Spain,Grupo Santander,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,,UK,RBS Group,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,HSBC   ,UK,HSBC,2,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,Lloyds Banking  ,UK,Lloyds Banking Group plc,-1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,,UK,Co-operative Group (UK),1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,,UK,Co-operative Group (UK),1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,,UK,RBS Group,1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,,UK,Norwich & Peterborough Building Society,1,UK,,,,,,Which? (UK Consumers Association),,,,
2013-07-19,London Stock Exchange  ,UK,London Stock Exchange,-1,UK,,,,,,Global Justice Now (formerly World Development Movement / WDM),,,,
2013-07-19,,US,Ernst & Young (EY),-2,Germany,,,,,,Deutsche Umwelthilfe DUH,,,,
2013-07-19,Deutsche Bank ,Germany,Deutsche Bank,-2,Germany,,,,,,Deutsche Umwelthilfe DUH,,,,
2013-07-19,Allianz ,Germany,Allianz SE,1,Germany,,,,,,Deutsche Umwelthilfe DUH,,,,
2013-07-18,,US,World Bank,-1,Netherlands,,,,,,Both ENDS,,,,
2013-07-17,,US,Citigroup,1,Russia,,,,,,WWF Russia,,,,
2013-07-16,,US,World Bank,-1,Peru,,,,,,AIDESEP,,,,
2013-07-15,,Spain,La Caixa,-1,Brazil,,,,,,Proteste Brazil / Associao Brasileira de Defesa do Consumidor,,,,
2013-07-15,HSBC   ,UK,HSBC,-1,Brazil,,,,,,Proteste Brazil / Associao Brasileira de Defesa do Consumidor,,,,
2013-07-15,,US,Citigroup,-1,Brazil,,,,,,Proteste Brazil / Associao Brasileira de Defesa do Consumidor,,,,
2013-07-15,,Spain,Grupo Santander,-1,Brazil,,,,,,Proteste Brazil / Associao Brasileira de Defesa do Consumidor,,,,
2013-07-11,,Sweden,Forsta AP-fonden / First AP Fund,-2,Sweden,,,,,,Miljoforbundet Jordens Vanner / FoE Sweden,,,,
2013-07-11,,Sweden,Sjunde AP-fonden / Seventh AP Fund,-2,Sweden,,,,,,Miljoforbundet Jordens Vanner / FoE Sweden,,,,
2013-07-12,ING Groep ,Netherlands,ING,-2,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-07-12,,Netherlands,ABN AMRO Bank N.V.,-2,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-07-12,,Netherlands,SRH (formerly SNS Reaal),-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-07-12,Aegon ,Netherlands,Aegon Bank,-1,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-07-12,,Netherlands,Rabobank,-2,Netherlands,,,,,,Eerlijke Bankwijzer / Fair Bank Guide,,,,
2013-07-10,,Spain,Banco de Espana,-1,Spain,,,,,,ADICAE,,,,
2013-07-10,,Spain,NCG (Novacaixagalicia T/a Abanca),-2,Spain,,,,,,ADICAE,,,,
2013-07-09,Barclays  ,UK,Barclays Bank,0,Switzerland,,,,,,Greenpeace Switzerland,Berne Declaration EvB,,,
2013-07-09,,UK,EBRD,-1,Tunisia,EU-Brussels,,,,,CEE Bankwatch Network,Counter Balance-EIB,,,
2013-07-08,JPMorgan Chase ,US,JP Morgan Chase,0,Italy,Netherlands,Nigeria,,,,Zero Corruption Coalition (ZCC),Publish What You Pay PWYP,,,
2013-07-01,,US,Ernst & Young (EY),2,Netherlands,,,,,,IUCN Netherlands,,,,
2013-07-01,,Netherlands,FMO (Dutch Development Bank),2,Netherlands,,,,,,IUCN Netherlands,,,,
2013-07-01,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",0,Canada,US,,,,,Center for Biological Diversity CBD,Sierra Club U.S.A.,Natural Resources Defense Council NRDC,Oil Change International / Price of Oil,
2013-06-27,,Luxembourg,European Investment Bank EIB,-2,EU-Brussels,,,,,,CEE Bankwatch Network,Counter Balance-EIB,,,
2013-06-27,,US,Ex-Im,-1,Australia,India,US,,,,Sierra Club U.S.A.,,,,
2013-06-26,BNP Paribas ,France,BNP Paribas,1,France,Russia,,,,,Amis de la Terre France / FoE France,Attac France,,,
2013-06-26,Societe Generale ,France,Societe Generale,-2,France,Russia,,,,,Amis de la Terre France / FoE France,Attac France,,,
2013-06-26,UniCredit ,Italy,UniCredit,1,France,Russia,,,,,Amis de la Terre France / FoE France,Attac France,,,
2013-06-26,HSBC   ,UK,HSBC,-2,UK,,,,,,UK Uncut,,,,
2013-06-26,,US,World Bank,-2,EU-Brussels,,,,,,WWF Europe ,CEE Bankwatch Network,,,
2013-06-26,,Luxembourg,European Investment Bank EIB,-2,EU-Brussels,,,,,,WWF Europe ,CEE Bankwatch Network,,,
2013-06-26,,UK,EBRD,-2,EU-Brussels,,,,,,WWF Europe ,CEE Bankwatch Network,,,
2013-06-21,Goldman Sachs ,US,"Goldman Sachs Group, Inc.",-1,EU-Brussels,,,,,,ALTER-EU,,,,
2013-06-21,,Belgium,Belfius,-1,EU-Brussels,,,,,,ALTER-EU,,,,
2013-06-21,Legal & General  ,UK,Legal & General Group Plc,-1,Canada,Peru,,,,,Survival International,,,,
2013-06-21,HSBC   ,UK,HSBC,-1,Canada,Peru,,,,,Survival International,,,,
2013-06-21,,US,Citigroup,-1,Canada,Peru,,,,,Survival International,,,,
2013-06-21,JPMorgan Chase ,US,JP Morgan Chase,-1,Canada,Peru,,,,,Survival International,,,,
2013-06-21,,Spain,Grupo Santander,-1,Canada,Peru,,,,,Survival International,,,,
2013-06-21,BlackRock ,US,BlackRock,-1,Canada,Peru,,,,,Survival International,,,,
2013-06-21,Allianz ,Germany,Allianz SE,-1,Canada,Peru,,,,,Survival International,,,,
2013-06-20,AXA ,France,AXA,-2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,BNP Paribas ,France,BNP Paribas,-2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,Deutsche Bank ,Germany,Deutsche Bank,-2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,ING Groep ,Netherlands,ING,-2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,Dexia ,Belgium,Dexia Bank,2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,,Netherlands,ABN AMRO Bank N.V.,-2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,,Netherlands,Rabobank,2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,KBC Groep ,Belgium,KBC Bank,2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,,Belgium,Belfius,-2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-20,,Belgium,BPost Bank,2,Belgium,,,,,,Oxfam Belgium,SOS Faim,FairFin (previously Netwerk Vlaanderen),CNCD 11.11.11,
2013-06-19,Mastercard ,US,MasterCard,-2,EU-Brussels,,,,,,BEUC,,,,
2013-06-17,,US,World Bank,2,Brazil,,,,,,Instituto Brasileiro de Analises Sociais e Economicas IBASE,,,,
2013-06-17,Barclays  ,UK,Barclays Bank,-2,Spain,,,,,,Sociedade Galega de Historia Natural (SGHN),,,,
2013-06-17,,Netherlands,Stichting Pensioenfonds / ABP,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Pensioenfonds Zorg en Welzijn / PfZW,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Pensioenfonds Metaal en Techniek / PMT,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Stichting Bedrijfstakpensioenfonds voor de Bouwnijverheid / bpfBOUW,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Pensioenfonds van de Metalektro / PME,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Rabobank Pensioenfonds,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Pensioenfonds Grafische Bedrijven / PGB ,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Pensioenfonds Vervoer ,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Bedrijfspensioenfonds voor de Landbouw / BPL,-1,Netherlands,,,,,,Natuur & Milieu,,,,
2013-06-17,,Netherlands,Spoorwegpensioenfonds,0,Netherlands,,,,,,Natuur & Milieu,,,,
